"Proposal #","full proposal title","Project Title","PI","PI Unit","Status","Sponsor","Prime Sponsor","Admin Unit","Project Start Date","Project End Date","Proposal Type","Instrument Type","Project #","Created Date.x","Total Sponsor Costs","Sponsor Deadline","academic affairs","activity type","History Action Day and Comment","Actual_Submission_Date","Actual_Udr_Consid_Date","Actual_Funding_Date","Actual_Not_Funding_Date","Actual_Submission_FY","Actual_Udr_Consid_FY","Actual_Funding_FY","Actual_Not_Funding_FY","Created Date.y","Proposal_Creation_FY","Days_to_Submission","Days_to_Funding_From_Submission","Days_to_Non_Funding_From_Submission","Actual_Submission_Month_Year","College/Division","Actual_Submission_Quarter","Actual_Funding_Quarter","Sponsor_Type_Grouped","Sponsor_Category","Submission_Status","Submission_Count","Award_Count","Total_Submission_Count","Received_Total_Sponsor_Costs"
"24-0505-P0001","Collaborative Research: Protein disorder and its role in hub connectivity","Collaborative Research: Protein disorder and its role in hub connectivity","Grant Robert Bowman","Molecular Biology","Not Funded","National Science Foundation",,"Molecular Biology","6/1/2024","6/1/2027","New",,"24-0505",2023-10-23 23:30:26,503742,"12/20/2023 12:00:00 AM",,"Basic Research","11/25/2023 09:11:49 AM: updates to proposal form >> 12/19/2023 11:58:01 AM: Submitted to sponsor 12/19/23 >> 6/10/2024 11:24:47 AM: Not recommended for funding per notice from the Sponsor 6/7/2024.",2023-12-19 11:58:01,,,2024-06-10 11:24:47,"FY2024",,,"FY2024",2023-10-23 23:30:26,"FY2024",57,,174,"December-2023","Agriculture","Q2 FY2024",,"Federal","NSF","Submitted",1,0,1,0
"24-0506-P0001","Assessment of Motorcycle Safety in Wyoming, Phase 2: Crash Hotspot Locations, Characteristics and Improvements","Assessment of Motorcycle Safety in Wyoming, Phase 2: Crash Hotspot Locations, Characteristics and Improvements","Milan Zlatkovic","Civil & Architectural Engineering & Construction Management","Not Funded","Wyoming Department of Transportation",,"Civil & Architectural Engineering & Construction Management","12/15/2023","12/15/2024","New",,"24-0506",2023-10-24 08:15:41,57936.69,"10/30/2023 12:00:00 AM",,"Basic Research","10/25/2023 08:28:56 AM: Needs the proposal material beyond budget >> 10/30/2023 01:25:01 PM: submitted 10/30 >> 5/14/2025 04:22:05 PM: No evidence of further work on this proposal.",2023-10-30 13:25:01,,,2025-05-14 16:22:05,"FY2024",,,"FY2025",2023-10-24 08:15:41,"FY2024",6,,562,"October-2023","Engineering","Q2 FY2024",,"State","Others","Submitted",1,0,1,0
"24-0507-P0001","Physics-Informed Neural Network Development for the Analysis and Design of Particulate Composite Materials","Physics-Informed Neural Network Development for the Analysis and Design of Particulate Composite Materials","Xiang Zhang","Mechanical Engineering","Not Funded","National Aeronautics and Space Administration",,"Mechanical Engineering","8/1/2024","7/31/2025","New",,"24-0507",2023-10-24 09:44:58,84000,"11/1/2023 12:00:00 AM",,"Basic Research","10/30/2023 01:24:01 PM: need material added >> 11/7/2023 09:39:17 AM: 11/01/2023 >> 4/5/2024 11:15:34 AM: See attached letter.  Notified on 04/05/2024 that the proposal was not selected for funding.",2023-11-07 09:39:17,,,2024-04-05 11:15:34,"FY2024",,,"FY2024",2023-10-24 09:44:58,"FY2024",14,,150,"November-2023","Engineering","Q2 FY2024",,"Federal","Others","Submitted",1,0,1,0
"24-0509-P0001","NQVL:QSTD:Pilot: Quantum Computer with Leading-Edge Adaptive Design using 2D Materials (QC-LEAD2)","NQCL","Jifa Tian","Physics & Astronomy","Not Funded","National Science Foundation",,"Physics & Astronomy","8/1/2024","7/31/2025","New",,"24-0509",2023-10-24 10:41:17,1000000,"11/30/2023 12:00:00 AM",,"Applied Research","11/29/2023 09:34:19 AM: Updates to subaward documents >> 11/30/2023 10:44:38 AM: Proposal has been submitted to sponsor 11/30/23 >> 3/8/2024 08:33:47 AM: Notice from the Sponsor that this submission will not be funded.",2023-11-30 10:44:38,,,2024-03-08 08:33:47,"FY2024",,,"FY2024",2023-10-24 10:41:17,"FY2024",37,,99,"November-2023","Engineering","Q2 FY2024",,"Federal","NSF","Submitted",1,0,1,0
"24-0510-P0001","LEADing by example: Developing a dual-phased substance use prevention mentoring program for justice involved Black youths with individuals with lived experiences and workforce development training","LEADing by example: Developing a mentoring program for substance use prevention in Black youths with individuals with lived experiences","Lauren Rose Gilbert","Kinesiology & Health","Not Funded","National Institute on Drug Abuse/National Institutes of Health/Department of Health and Human Services",,"Kinesiology & Health","7/1/2024","6/30/2029","New",,"24-0510",2023-10-24 12:06:36,3499744,"11/14/2023 12:00:00 AM",,"Basic Research","11/14/2023 02:14:57 PM: Submitted to sponsor 11/14/23 >> 2/6/2025 01:55:04 PM: Not Funded",2023-11-14 14:14:57,,,2025-02-06 13:55:04,"FY2024",,,"FY2025",2023-10-24 12:06:36,"FY2024",21,,450,"November-2023","Health Sciences","Q2 FY2024",,"Federal","NIH","Submitted",1,0,1,0
"24-0512-P0001","Work on DESI Operations at the University of Wyoming","Work on DESI Operations at the University of Wyoming","Adam D. Myers","Physics & Astronomy","Funded","U.S. Department of Energy",,"Physics & Astronomy","6/1/2024","5/31/2027","Renewal",,"24-0512",2023-10-24 15:02:01,386499.52,"12/1/2023 12:00:00 AM",,"Basic Research","11/22/2023 10:08:42 AM: Update to budget information. >> 11/28/2023 09:53:58 AM: Submitted to sponsor 11/28/23 >> 7/16/2024 11:08:58 AM: Under consideration by the Sponsor. Abstract submitted. >> 3/7/2025 10:40:11 AM: Budget Period 07/01/2024 -03/31/2025 funded as Modification #8 on 23-0184-A0001.
",2023-11-28 09:53:58,2024-07-16 11:08:58,2025-03-07 10:40:11,,"FY2024","FY2025","FY2025",,2023-10-24 15:02:01,"FY2024",35,465,,"November-2023","Engineering","Q2 FY2024","Q3 FY2025","Federal","DOE","Funded",0,1,1,386499.52
"24-0514-P0001","Coop Unit Base Funding","Coop Unit Base Funding","Matthew Kauffman","Wyoming Coop Unit","Funded","Wyoming Game and Fish Department",,"Wyoming Coop Unit","7/1/2023","6/30/2024","New",,"24-0514",2023-10-25 08:21:53,40000,"10/27/2023 12:00:00 AM",,"Applied Research","12/22/2023 10:47:02 AM: Submitted by PI. Have award for review. >> 12/22/2023 10:47:12 AM: Award under review.",2023-12-22 10:47:02,,2023-12-22 10:47:12,,"FY2024",,"FY2024",,2023-10-25 08:21:53,"FY2024",58,0,,"December-2023","Agriculture","Q2 FY2024","Q2 FY2024","State","Others","Funded",0,1,1,40000
"24-0515-P0001","Study of the Radiative Effects of Global Subvisible Cirrus Clouds Based on SAGE III/ISS Observations and Radiative Transfer Modeling Capabilities","Study of the Radiative Effects of Global Subvisible Cirrus Clouds Based on SAGE III/ISS Observations and Radiative Transfer Modeling Capabilities","Masanori Saito","Atmospheric Science","Not Funded","Texas A&M University","National Aeronautics and Space Administration","Atmospheric Science","5/3/2024","5/2/2027","New",,"24-0515",2023-10-25 09:42:50,130000,"11/3/2023 12:00:00 AM",,"Basic Research","10/25/2023 11:03:55 AM: See tasks >> 10/25/2023 12:12:50 PM: fixing effort >> 10/27/2023 10:11:22 AM: Submitted >> 10/27/2023 10:18:26 AM: Administratively closed to correct sponsor >> 10/27/2023 10:18:37 AM: fix sponsor >> 10/27/2023 10:19:12 AM: fixed sponsor >> 5/14/2025 04:24:02 PM: No evidence of further work on this.",2023-10-27 10:11:22,,,2025-05-14 16:24:02,"FY2024",,,"FY2025",2023-10-25 09:42:50,"FY2024",2,,565,"October-2023","Engineering","Q2 FY2024",,"Federal","Others","Submitted",1,0,1,0
"24-0516-P0001","Robot Kits for Laramie Robotics Club","Robot Kits for Laramie Robotics Club","Lars Kotthoff","Electrical Engineering & Computer Science","Not Funded","ADD NEW",,"Electrical Engineering & Computer Science","2/1/2024","5/15/2024","New",,"24-0516",2023-10-25 12:30:07,3256,"11/1/2023 12:00:00 AM",,"Other Sponsored Activity","10/30/2023 02:01:53 PM: Updates to IDC. >> 10/30/2023 04:30:08 PM: Proposal was submitted to sponsor >> 5/14/2025 04:25:45 PM: No evidence of further work on this",2023-10-30 16:30:08,,,2025-05-14 16:25:45,"FY2024",,,"FY2025",2023-10-25 12:30:07,"FY2024",5,,562,"October-2023","Engineering","Q2 FY2024",,"Non-profit","Others","Submitted",1,0,1,0
"24-0517-P0001","Feasibility of Employing AI Computer Vision and Distributed Fiber Optic Sensing for Traffic and Weather Monitoring","Feasibility of Employing AI Computer Vision and Distributed Fiber Optic Sensing for Traffic and Weather Monitoring","Milan Zlatkovic","Civil & Architectural Engineering & Construction Management","Not Funded","Wyoming Department of Transportation",,"Civil & Architectural Engineering & Construction Management","12/15/2023","6/15/2025","New",,"24-0517",2023-10-25 15:05:46,191143,"10/30/2023 12:00:00 AM",,"Basic Research","12/4/2023 01:16:39 PM: Submitted >> 3/21/2024 04:57:23 PM: Original proposal was not funded.  PI revised and resubmitted in Jan of 2024",2023-12-04 13:16:39,,,2024-03-21 16:57:23,"FY2024",,,"FY2024",2023-10-25 15:05:46,"FY2024",40,,108,"December-2023","Engineering","Q2 FY2024",,"State","Others","Submitted",1,0,1,0
"24-0517-P0002","Feasibility of Employing AI Computer Vision and Distributed Fiber Optic Sensing for Traffic and Weather Monitoring","Feasibility of Employing AI Computer Vision and Distributed Fiber Optic Sensing for Traffic and Weather Monitoring","Milan Zlatkovic","Civil & Architectural Engineering & Construction Management","Funded","Wyoming Department of Transportation",,"Civil & Architectural Engineering & Construction Management","5/1/2024","11/30/2025","Resubmission",,"24-0517",2024-01-17 16:23:26,195052,"1/22/2024 12:00:00 AM",,"Basic Research","1/18/2024 04:11:37 PM: Moving to In-Development to update proposal document and budget and add notes >> 1/22/2024 02:50:03 PM: Submitted on 1/22/24 via email, PI to sponsor.  See attachments for proof of submission >> 1/31/2024 04:06:51 PM: Received intent to award on 1/26/31. >> 4/4/2024 12:00:04 PM: Funded.",2024-01-22 14:50:03,2024-01-31 16:06:51,2024-04-04 12:00:04,,"FY2024","FY2024","FY2024",,2024-01-17 16:23:26,"FY2024",5,73,,"January-2024","Engineering","Q3 FY2024","Q4 FY2024","State","Others","Funded",0,1,1,195052
"24-0518-P0001","RESTOR Social Science Capacity Support","RESTOR Social Science Capacity Support","Drew Edward Bennett","Haub School of Environment & Natural Resources","Funded","Bird Conservancy of the Rockies","National Fish and Wildlife Foundation","Haub School of Environment & Natural Resources","11/15/2023","11/14/2024","New",,"24-0518",2023-10-25 16:09:40,30000,"11/3/2023 12:00:00 AM",,"Applied Research","11/25/2023 09:26:38 AM: Proposal requires and indirect cost waiver to ensure that routing can be completed. >> 12/6/2023 01:25:11 PM: Updates to proposal field, budget tab. >> 12/14/2023 03:14:23 PM: Submitted to sponsor between 11/15/23 and 12/8/23.  Draft subrecipient agreement received on 12/8/2023 >> 12/14/2023 03:14:53 PM: Draft subrecipient agreement received on 12/8/2023 - included in attachments >> 1/24/2024 03:27:47 PM: Funded.",2023-12-14 15:14:23,2023-12-14 15:14:53,2024-01-24 15:27:47,,"FY2024","FY2024","FY2024",,2023-10-25 16:09:40,"FY2024",50,41,,"December-2023","Haub School of Environment & Natural Resources","Q2 FY2024","Q3 FY2024","Non-profit","Others","Funded",0,1,1,30000
"24-0519-P0001","Weaning strategy influence on pulmonary hypertension risk and respiratory disease","Weaning strategy influence on pulmonary hypertension risk and respiratory disease","Hannah Crocker Cunningham","Animal Science","Under Consideration","Montana State University",,"Animal Science","9/1/2024","8/31/2027","New",,"24-0519",2023-10-26 05:40:16,75000,"10/31/2023 12:00:00 AM",,"Applied Research","10/27/2023 11:13:38 AM: see email >> 11/15/2023 02:57:04 PM: Submitted to sponsor 10/31/23 >> 3/8/2024 01:08:57 PM: Email received from sponsor on intent to award, attached as correspondence >> 6/25/2025 10:38:18 AM: Over a year old with no sign of funding. >> 6/26/2025 11:49:28 AM: closed in error >> 6/26/2025 11:49:44 AM: closed in error >> 6/26/2025 11:49:57 AM: closed in error >> 6/26/2025 11:50:13 AM: Closed in error - award still pending",2023-11-15 14:57:04,2024-03-08 13:08:57,,2025-06-25 10:38:18,"FY2024","FY2024",,"FY2025",2023-10-26 05:40:16,"FY2024",21,,588,"November-2023","Agriculture","Q2 FY2024",,"Federal","Others","Submitted",1,0,1,0
"24-0520-P0001","Collaborative Research: Deriving Reliable Fundamental Quasar Properties with Gemini Near-Infrared Spectroscopy","GNIRS Distant Quasar Survey","Michael S. Brotherton","Physics & Astronomy","Not Funded","National Science Foundation",,"Physics & Astronomy","7/1/2024","6/30/2027","New",,"24-0520",2023-10-26 05:58:34,335709,"11/15/2023 12:00:00 AM",,"Basic Research","11/3/2023 12:59:35 PM: need full prop >> 11/13/2023 07:59:12 AM: add Full Prop >> 12/14/2023 03:09:28 PM: Submitted by lead institution (University of North Texas) on 11/15/2023 >> 6/23/2024 01:14:37 PM: Not funded per notice from Sponsor.",2023-12-14 15:09:28,,,2024-06-23 13:14:37,"FY2024",,,"FY2024",2023-10-26 05:58:34,"FY2024",50,,192,"December-2023","Engineering","Q2 FY2024",,"Federal","NSF","Submitted",1,0,1,0
"24-0520-P0002","Collaborative Research: Revamping Quasar Fundamental Properties Beyond Cosmic Noon with Gemini","GNIRS Distant Quasar Survey","Michael S. Brotherton","Physics & Astronomy","Submitted to Sponsor","National Science Foundation",,"Physics & Astronomy","9/1/2025","8/31/2028","New",,"24-0520",2024-10-29 04:23:12,352307,"11/15/2024 12:00:00 AM",,"Basic Research","11/15/2024 11:15:24 AM: Submitted on 11/15/2024 at 11:10am . NSF proposal number 2511180",2024-11-15 11:15:24,,,,"FY2025",,,,2024-10-29 04:23:12,"FY2025",18,,,"November-2024","Engineering","Q2 FY2025",,"Federal","NSF","Submitted",1,0,1,0
"24-0521-P0001","Wyoming AGN Reverberation Mapping (WARM)","Wyoming AGN Reverberation Mapping (WARM)","Michael S. Brotherton","Physics & Astronomy","Not Funded","National Science Foundation",,"College of Engineering & Physical Sciences Academic Engineering Department","7/1/2024","5/30/2027","Resubmission",,"24-0521",2023-10-26 06:36:32,406967,"11/15/2023 12:00:00 AM",,"Basic Research","10/31/2023 01:15:06 PM: Here is the other one moved back to indev >> 11/2/2023 10:22:14 AM: add docs >> 11/15/2023 02:56:05 PM: Submitted to sponsor 11/15/23 >> 2/29/2024 02:33:48 PM: Updating submission type to resubmission. Then will move back to Submitted to Sponsor since it's still pending in research.gov. >> 2/29/2024 02:34:04 PM: updating submission type
 >> 2/29/2024 02:34:26 PM: Correction made. >> 6/28/2024 08:27:59 AM: Not funded per notice from Sponsor.",2023-11-15 14:56:05,,,2024-06-28 08:27:59,"FY2024",,,"FY2024",2023-10-26 06:36:32,"FY2024",21,,226,"November-2023","Engineering","Q2 FY2024",,"Federal","NSF","Submitted",1,0,1,0
"24-0521-P0002","Wyoming AGN Reverberation Mapping (WARM)","Wyoming AGN Reverberation Mapping (WARM)","Michael S. Brotherton","Physics & Astronomy","Submitted to Sponsor","National Science Foundation",,"Physics & Astronomy","9/1/2025","8/31/2028","Resubmission",,"24-0521",2024-11-07 03:28:35,379220,"11/15/2024 12:00:00 AM",,"Basic Research","11/7/2024 05:18:25 PM: Updating form fields >> 11/15/2024 11:18:08 AM: Submitted 11/15/2024 at 11:15am NSF Proposal number 2511198",2024-11-15 11:18:08,,,,"FY2025",,,,2024-11-07 03:28:35,"FY2025",9,,,"November-2024","Engineering","Q2 FY2025",,"Federal","NSF","Submitted",1,0,1,0
"24-0522-P0001","Highly selective and scalable hollow fiber sorbent for rapid and complete removal of heavy metals from acid mine drainage-impacted water","Highly selective and scalable hollow fiber sorbent","Maohong Fan","Energy & Petroleum Engineering","Not Funded","New Mexico Institute of Mining and Technology","Bureau of Reclamation/Department of the Interior","Energy & Petroleum Engineering","10/1/2024","9/30/2026","New",,"24-0522",2023-10-26 11:47:46,100000,"11/8/2023 12:00:00 AM",,"Basic Research","11/10/2023 11:01:26 AM: Proposal has been submitted to sponsor >> 5/14/2025 04:27:46 PM: No evidence for further work on this.",2023-11-10 11:01:26,,,2025-05-14 16:27:46,"FY2024",,,"FY2025",2023-10-26 11:47:46,"FY2024",15,,551,"November-2023","Engineering","Q2 FY2024",,"Federal","Others","Submitted",1,0,1,0
"24-0525-P0001","Frontal Polymerization-based Additive Manufacturing of Basalt Fiber Reinforced Thermoset Composites: Toward Rapid and Energy--Efficient In-Space Manufacturing and Lunar Regolith Utilization for Lunar Infrastructure","Frontal Polymerization-based Additive Manufacturing of Basalt Fiber Reinforced Thermoset Composites: Toward Rapid and Energy--Efficient In-Space Manufacturing and Lunar Regolith Utilization for Lunar Infrastructure","Xiang Zhang","Mechanical Engineering","Not Funded","National Aeronautics and Space Administration",,"Mechanical Engineering","8/1/2024","7/31/2025","New",,"24-0525",2023-10-27 10:11:46,84000,"11/1/2023 12:00:00 AM",,"Basic Research","10/30/2023 01:23:41 PM: need material added >> 11/7/2023 09:38:59 AM: 11/01/2023 >> 12/21/2023 03:58:27 PM: Attached is declination letter dated 12/19/23",2023-11-07 09:38:59,,,2023-12-21 15:58:27,"FY2024",,,"FY2024",2023-10-27 10:11:46,"FY2024",11,,44,"November-2023","Engineering","Q2 FY2024",,"Federal","Others","Submitted",1,0,1,0
"24-0526-P0001","Wyoming Center for Clinical and Translational Research","Wyoming Center for Clinical and Translational Research","Kirbie Bryant Smalley","Rural Health","Not Funded","National Institute of General Medical Sciences/National Institutes of Health/Department of Health and Human Services",,"Rural Health","7/1/2024","6/30/2029","New",,"24-0526",2023-10-29 19:52:07,10837500,"11/9/2023 12:00:00 AM",TRUE,"Applied Research","11/6/2023 12:23:34 PM: Fixing routing per discussions with leadership. >> 11/6/2023 05:06:21 PM: Working to fix routing. 
 >> 11/6/2023 05:13:29 PM: Waiting for Provost Carman to load as Department Head for Rural Health. >> 11/9/2023 10:43:46 AM: Proposal has been fully submitted >> 3/7/2025 08:52:34 AM: PI notified us that they planned to resubmit after the first application was declined",2023-11-09 10:43:46,,,2025-03-07 08:52:34,"FY2024",,,"FY2025",2023-10-29 19:52:07,"FY2024",11,,484,"November-2023","Health Sciences","Q2 FY2024",,"Federal","NIH","Submitted",1,0,1,0
"24-0528-P0001","Effectiveness of Speed Reduction in Work Zones","Effectiveness of Speed Reduction in Work Zones","Ahmed Fathy Abdelaty Ahmed","Civil & Architectural Engineering & Construction Management","Not Funded","University of North Dakota","ADD NEW","Civil & Architectural Engineering & Construction Management","1/1/2024","12/31/2026","New",,"24-0528",2023-10-30 16:07:50,100163,"12/1/2023 12:00:00 AM",,"Basic Research","11/30/2023 10:35:28 AM: Submitted 11/30/2023 by PI via email. >> 12/1/2023 09:40:01 AM: Updates to proposal form. >> 12/1/2023 09:48:22 AM: updates to budget tab. >> 12/1/2023 11:28:37 AM: Submitted revised LOI based on feedback from sponsor.  Re-submitted on 12/1/2023 >> 5/14/2025 04:29:35 PM: No evidence of more work needed on this.",2023-11-30 10:35:28,,,2025-05-14 16:29:35,"FY2024",,,"FY2025",2023-10-30 16:07:50,"FY2024",31,,531,"November-2023","Engineering","Q2 FY2024",,"Others","Others","Submitted",1,0,1,0
"24-0529-P0001","Wyoming Ranch Camp – A Hands on Learning Opportunity for Early Career Ag Professionals","Wyoming Ranch Camp","McKenna Marie Julian","UW Extension","Not Funded","ADD NEW",,"UW Extension","7/1/2024","6/30/2027","New",,"24-0529",2023-10-31 09:48:51,99333,"11/1/2023 12:00:00 AM",,"Instruction","11/1/2023 08:19:18 AM: Submitted to sponsor 11/1/23 >> 5/14/2025 04:31:10 PM: No evidence of further work on this",2023-11-01 08:19:18,,,2025-05-14 16:31:10,"FY2024",,,"FY2025",2023-10-31 09:48:51,"FY2024",1,,560,"November-2023","Agriculture","Q2 FY2024",,"Federal","Others","Submitted",1,0,1,0
