"Award #","Project Title","Award Title","PI","PI Unit","Award Amount","Award Id","Award Notice Received","Increment Amount","Modification Number","Modification Type","Modification Date","Modified By","sponsor type","activity type","Increment_Amount_Obliged","History Action Date Parsed","Sponsor","Prime Sponsor","Instrument Type","Award Start Date","Award End Date","Admin Unit","Obligated Amount","Project #","Total Expected Amount","Anticipated Amount","Status","Created Date","Award Type","Award_Start_Month_Year","College/Division"
"23-1557-A0001-0","Monitoring and continuing examination of climate influences",,"Lusha Marguerite Tronstad","Wyo Natural Diversity Database",,"3f3741e8-9b23-4caa-bc96-f15e7f312da3","7/10/2023",,0,"Original Award",,,"U.S. Federal Government","Basic Research","   57831.05999999999767169356346",,"Bureau of Land Management/Department of the Interior","Bureau of Land Management/Department of the Interior",,2023-10-01,"9/30/2025","Wyo Natural Diversity Database",57831.06,"23-1557",57831.06,,"Active","9/25/2023 09:16:57 AM",,"'Oct-23","Research & Economic Development"
"23-1561-A0001-0","BLM Wyoming Wildlife Program",,"Gary P. Beauvais","Wyo Natural Diversity Database",,"1e4d1945-dd5c-43ea-a89a-cec5ed4451ab","7/6/2023",,0,"Original Award",,,"U.S. Federal Government","Applied Research","   48000.00000000000000000000000",,"Bureau of Land Management/Department of the Interior","Bureau of Land Management/Department of the Interior",,2023-10-01,"12/31/2025","Wyo Natural Diversity Database",48000,"23-1561",48000,,"Active","7/14/2023 10:25:34 AM",,"'Oct-23","Research & Economic Development"
"23-1563-A0001-0","North Bighorn Mule Deer Movements, Seasonal Ranges and Habitat Use",,"Matthew Kauffman","Wyoming Coop Unit",,"65d09f8e-3d40-435a-a522-3a17f91c078d",,,0,"Original Award",,,"U.S. Federal Government","Applied Research","   26400.70000000000072759576142",,"Bureau of Land Management/Department of the Interior","Bureau of Land Management/Department of the Interior",,2023-09-01,"8/31/2024","Wyoming Coop Unit",26400.7,"23-1563",26400.7,,"Active","7/18/2023 07:15:32 AM",,"'Sep-23","Agriculture"
"23-1564-A0001-0","Investigating bats in the Black Hills of South Dakota",,"Riley Fehr Bernard","Zoology & Physiology",,"cb12b736-ec07-42b2-909f-7bf99e4b46d5","8/30/2023",,0,"Original Award",,,"U.S. Federal Government","Applied Research","   75844.36999999999534338712692",,"Bureau of Land Management/Department of the Interior","Bureau of Land Management/Department of the Interior",,2023-08-30,"8/29/2026","Zoology & Physiology",75844.37,"23-1564",75844.37,,"Active","9/4/2023 03:01:26 PM",,"'Aug-23","Agriculture"
"23-1564-A0001-1","Investigating bats in the Black Hills of South Dakota",,"Riley Fehr Bernard","Zoology & Physiology",,"cb12b736-ec07-42b2-909f-7bf99e4b46d5","7/29/2024",,1,"New Funding Increment","7/29/2024","Farrell Jean Rapp","U.S. Federal Government","Applied Research","   68010.66000000000349245965481",,"Bureau of Land Management/Department of the Interior","Bureau of Land Management/Department of the Interior",,2024-07-29,"8/29/2026","Zoology & Physiology",143855.03,"23-1564",143855.03,,"Active","7/29/2024 03:04:04 PM",,"'Jul-24","Agriculture"
"23-1564-A0001-2","Investigating bats in the Black Hills of South Dakota",,"Riley Fehr Bernard","Zoology & Physiology",,"cb12b736-ec07-42b2-909f-7bf99e4b46d5","4/16/2025",,2,"New Funding Increment","4/18/2025","Farrell Jean Rapp","U.S. Federal Government","Applied Research","   49808.90000000000145519152284",2023-09-04 15:01:26,"Bureau of Land Management/Department of the Interior","Bureau of Land Management/Department of the Interior",,2025-04-18,"8/29/2026","Zoology & Physiology",193663.93,"23-1564",193663.93,,"Active","4/18/2025 11:36:03 AM",,"'Apr-25","Agriculture"
"23-1567-A0001-0","Expanding and Institutionalizing Wyoming’s Natural Wealth Accounts: Mule Deer, Pronghorn and Elk",,"Jacob Paul Hochard","Haub School of Environment & Natural Resources",,"0c55b491-d6cf-495c-9ca3-5455efb66cd3","6/5/2023",,0,"Original Award",,,"Non-Profit Organizations","Basic Research","  267510.00000000000000000000000",,"Knobloch Family Foundation","Knobloch Family Foundation",,2023-06-05,"6/30/2025","Haub School of Environment & Natural Resources",267510,"23-1567",267510,,"Active","11/14/2023 10:58:46 AM",,"'Jun-23","Haub School of Environment & Natural Resources"
"23-1574-A0001-0","CULTIVATING ADVANCED SPANISH LANGUAGE PROFICIENCY, INTERCULTURAL COMPETENCE, AND REGIONAL  AWARENESS",,"Amy Corrinne Roberts","School of Teacher Education",,"34d2ac9b-cdc7-426a-b656-54f599671048","7/7/2023",,0,"Original Award",,,"U.S. Federal Government","Applied Research","  250435.00000000000000000000000",,"Department of Education","Department of Education",,2023-07-07,"7/7/2025","School of Teacher Education",250435,"23-1574",250435,,"Active","8/24/2023 12:20:09 PM",,"'Jul-23","Education"
"23-1578-A0002-0","WYOMING DEPARTMENT OF HEALTH PUBLIC HEALTH DIVISION OFFICE OF RURAL HEALTH: TELEHEALTH EDUCATION AND RESEARCH",,"Canyon Leigh Hardesty","Wyoming Institute for Disabilities WIND",,"88446e9c-187e-4ec8-b0c4-8d22f4eb8999","6/6/2024",,0,"Original Award",,,"Wyoming State Governmental Entities","Other Sponsored Activity","  259000.00000000000000000000000",,"Wyoming Department of Health",,,2024-05-30,"6/30/2025","Wyoming Institute for Disabilities WIND",259000,"23-1578",259000,,"Active","5/13/2024 01:00:59 PM",,"'May-24","Health Sciences"
"23-1579-A0001-0","Integrated Substance Use Disorder Training Program (ISTP)",,"Nancy McGee","School of Nursing",,"f149abcd-f046-48b3-82d5-8a296cf3b338","6/9/2023",,0,"Original Award",,,"U.S. Federal Government","Instruction","  515000.00000000000000000000000",,"Health Resources and Services Administration/Department of Health and Human Services","Health Resources and Services Administration/Department of Health and Human Services",,2023-07-01,"6/30/2028","Albany Community Health Clinic",515000,"23-1579",515000,,"Active","7/21/2023 06:37:55 AM",,"'Jul-23","Health Sciences"
"23-1579-A0001-3","Integrated Substance Use Disorder Training Program (ISTP)",,"Nancy McGee","Albany Community Health Clinic",,"f149abcd-f046-48b3-82d5-8a296cf3b338","7/26/2023",,3,"New Funding Increment","7/28/2023","Farrell Jean Rapp","U.S. Federal Government","Instruction","    8572.00000000000000000000000",,"Health Resources and Services Administration/Department of Health and Human Services","Health Resources and Services Administration/Department of Health and Human Services",,2023-07-28,,"Albany Community Health Clinic",523572,"23-1579",523572,,"In Closeout","7/28/2023 01:50:35 PM",,"'Jul-23","Health Sciences"
"23-1580-A0001-0","Opioid/Fentanyl Needs Assessment and Strategic Planning",,"Eric L Canen","Wyoming Survey & Analysis Center",,"a9ed6be0-13d5-4b35-a2c6-f0468ce96ab1",,,0,"Original Award",,,"U.S. Federal Government","Other Sponsored Activity","   15849.00000000000000000000000",,"Wyoming Department of Health",,,2023-07-10,"10/31/2023","Wyoming Survey & Analysis Center",15849,"23-1580",15849,,"Active","7/19/2023 02:12:59 PM",,"'Jul-23","Research & Economic Development"
"23-1581-A0001-0","Research on Autism Spectrum Disorders (R03 Clinical Trial Optional)",,"Eric J Moody","Wyoming Institute for Disabilities WIND",,"91682dc7-6b5c-45c2-a3ae-ff395bec18a8","12/22/2023",,0,"Original Award",,,"U.S. Federal Government","Applied Research","   88167.00000000000000000000000",,"National Institutes of Health/Department of Health and Human Services","National Institutes of Health/Department of Health and Human Services",,2024-01-01,"12/31/2025","Wyoming Institute for Disabilities WIND",88167,"23-1581",162997,,"Active","12/22/2023 07:47:47 AM",,"'Jan-24","Health Sciences"
"23-1581-A0001-1","Research on Autism Spectrum Disorders (R03 Clinical Trial Optional)",,"Eric J Moody","Wyoming Institute for Disabilities WIND",,"91682dc7-6b5c-45c2-a3ae-ff395bec18a8","1/13/2025",,1,"New Funding Increment","1/14/2025","Farrell Jean Rapp","U.S. Federal Government","Applied Research","   63605.00000000000000000000000",2023-12-22 07:47:46,"National Institutes of Health/Department of Health and Human Services","National Institutes of Health/Department of Health and Human Services",,2025-01-14,"12/31/2025","Wyoming Institute for Disabilities WIND",151772,"23-1581",162997,,"Active","1/14/2025 12:10:46 PM",,"'Jan-25","Health Sciences"
"23-1583-A0001-0","Improving Title X Services for People with Disabilities in Rural Communities",,"Eric J Moody","Wyoming Institute for Disabilities WIND",,"9ddf1a64-d647-4689-809c-cfb37f7859ec",,,0,"Original Award",,,"Institutions of Higher Education","Applied Research","   66000.00000000000000000000000",,"University of Nevada, Las Vegas","National Cancer Institute/National Institutes of Health/Department of Health and Human Services",,2023-07-01,"6/30/2024","Wyoming Institute for Disabilities WIND",66000,"23-1583",66000,,"Active","1/19/2024 10:53:11 AM",,"'Jul-23","Health Sciences"
"23-1585-A0001-0","Wyoming Community Foundation General Competitive Grant",,"Kelly L. Simonton","Kinesiology & Health",,"c7796d91-1f07-45a8-9f7c-cac7bd3acf15",,,0,"Original Award",,,"Non-Profit Organizations","Basic Research","    5000.00000000000000000000000",,"Wyoming Community Foundation",,,2023-06-01,"5/31/2024","Kinesiology & Health",5000,"23-1585",5000,,"Active","8/17/2023 12:17:57 PM",,"'Jun-23","Health Sciences"
"23-1587-A0001-0","Drivepoint-Kam Ng",,"Kam Weng Ng","Civil & Architectural Engineering & Construction Management",,"a5de8043-164a-496b-9ac4-c7008890a5e9","1/22/2024",,0,"Original Award",,,"Wyoming State Governmental Entities","Applied Research","  117936.00000000000000000000000",,"Wyoming Department of Transportation","Wyoming Department of Transportation",,2024-01-22,"1/22/2026","Civil & Architectural Engineering & Construction Management",117936,"23-1587",117936,,"Active","12/1/2023 12:25:55 PM",,"'Jan-24","Engineering"
"23-1589-A0001-0","Floristic Inventory of Bighorn National Forest",,"Benjamin Silver Legler","Botany",,"045920a5-202a-4082-b4bb-f00f4dedcd0d",,,0,"Original Award",,,"U.S. Federal Government","Basic Research","   20000.00000000000000000000000",,"Forest Service/Department of Agriculture","Forest Service/Department of Agriculture",,2023-06-04,"5/29/2026","Botany",20000,"23-1589",20000,,"Active","6/22/2023 07:08:09 AM",,"'Jun-23","Agriculture"
"23-1590-A0001-0","NSF: ANS - Saline Permafrost",,"Andrew David Parsekian","Geology & Geophysics",,"eadf8a18-ad4d-471d-b101-6a7e365eb5ed","4/29/2024",,0,"Original Award",,,"U.S. Federal Government","Basic Research","  473772.00000000000000000000000",,"National Science Foundation","National Science Foundation",,2024-09-01,"8/31/2027","Geology & Geophysics",473772,"23-1590",473772,,"Active","5/17/2024 04:10:11 PM",,"'Sep-24","Engineering"
"23-1592-A0001-0","Near-infrared light controlled transplanted cells to treat spinal cord injury",,"Mark Gomelsky","Molecular Biology",,"cd3ba6df-592b-435c-a0d9-40bb18a9dba4","2/21/2023",,0,"Original Award",,,"U.S. Federal Government","Basic Research","  180625.00000000000000000000000",,"National Institute of Neurological Disorders and Stroke/National Institutes of Health/Department of Health and Human Services","National Institute of Neurological Disorders and Stroke/National Institutes of Health/Department of Health and Human Services",,2024-03-01,"2/28/2026","Molecular Biology",180625,"23-1592",397375,,"Active","2/26/2024 08:32:53 AM",,"'Mar-24","Agriculture"
"23-1592-A0001-1","Near-infrared light controlled transplanted cells to treat spinal cord injury",,"Mark Gomelsky","Molecular Biology",,"cd3ba6df-592b-435c-a0d9-40bb18a9dba4","3/13/2025",,1,"New Funding Increment","3/13/2025","Farrell Jean Rapp","U.S. Federal Government","Basic Research","  216750.00000000000000000000000",2024-02-26 08:32:52,"National Institute of Neurological Disorders and Stroke/National Institutes of Health/Department of Health and Human Services","National Institute of Neurological Disorders and Stroke/National Institutes of Health/Department of Health and Human Services",,2025-03-13,"2/28/2026","Molecular Biology",397375,"23-1592",397375,,"Active","3/13/2025 08:47:51 AM",,"'Mar-25","Agriculture"
"23-1597-A0001-0","Science and analytical support to USDA migratory big game pilot project",,"Jerod Andrew Merkle","Zoology & Physiology",,"67797dfa-2d88-41ee-9dbb-f793a1fb1228","3/9/2023",,0,"Original Award",,,"Non-Profit Organizations","Applied Research","   34000.00000000000000000000000",,"Pheasants Forever","Natural Resources Conservation Service/Department of Agriculture",,2023-03-01,"9/15/2024","Wyoming Coop Unit",34000,"23-1597",300000,,"Active","6/15/2023 03:29:55 PM",,"'Mar-23","Agriculture"
"23-1598-A0001-0","Critical improvement of the Rocky Mountain Herbarium: securing and enabling access to the world's largest collection of plants in the Rocky Mountain region",,"David Tank","Botany",,"f0d01a4f-fc78-4aea-a873-96a6a8b518fd","5/1/2023",,0,"Original Award",,,"U.S. Federal Government","Basic Research","  538316.00000000000000000000000",,"National Science Foundation","National Science Foundation",,2023-05-15,"4/30/2026","Botany",538316,"23-1598",908605,,"Active","7/11/2023 12:57:58 PM",,"'May-23","Agriculture"
"23-1598-A0001-1","Critical improvement of the Rocky Mountain Herbarium: securing and enabling access to the world's largest collection of plants in the Rocky Mountain region",,"David Tank","Botany",,"f0d01a4f-fc78-4aea-a873-96a6a8b518fd","5/1/2023",,1,"New Funding Increment","10/27/2023","Tashina Lemons","U.S. Federal Government","Basic Research","  210660.00000000000000000000000",2023-07-11 12:57:57,"National Science Foundation","National Science Foundation",,2023-10-27,"4/30/2026","Botany",748976,"23-1598",908605,,"Active","10/27/2023 01:01:54 PM",,"'Oct-23","Agriculture"
"23-1611-A0001-0","Laboratory capacity for wildlife-focused diagnostics",,"Bledar Bisha","Animal Science",,"6e9ca901-01e0-4fb9-95bc-601d5ca08241",,,0,"Original Award",,,"U.S. Federal Government","Applied Research"," 6000000.00000000000000000000000",,"Animal and Plant Health Inspection Service/Department of Agriculture","Animal and Plant Health Inspection Service/Department of Agriculture",,2023-05-23,"5/21/2026","Animal Science",6000000,"23-1611",6000000,,"Active","6/22/2023 06:59:05 AM",,"'May-23","Agriculture"
"23-1612-A0001-0","Transportation Avalanche Research Pool (TARP) Synthesis Report on Unmanned Aerial Systems for Snow Avalanche Mitigation",,"Khaled Ksaibati","Civil & Architectural Engineering & Construction Management",,"97d349e6-78e1-4236-94c2-0409bfbc3c34","2/2/2023",,0,"Original Award",,,"Other State and Local Governmental Entities","Basic Research","   39843.94000000000232830643654",,"State of Colorado Department of Transportation","State of Colorado Department of Transportation",,2023-06-05,"6/4/2024","Civil & Architectural Engineering & Construction Management",39843.94,"23-1612",39843.94,,"Active","6/9/2023 01:38:17 PM",,"'Jun-23","Engineering"
"23-1614-A0001-0","Spillover of SARS-CoV-2 into wildlife from wastewater",,"Bledar Bisha","Animal Science",,"428618a1-d88f-4009-8413-aee511f7d9b1",,,0,"Original Award",,,"U.S. Federal Government","Applied Research"," 1362664.60000000009313225746155",,"Animal and Plant Health Inspection Service/Department of Agriculture","Animal and Plant Health Inspection Service/Department of Agriculture",,2023-05-31,"5/30/2025","Animal Science",1362664.6,"23-1614",1362664.6,,"Active","6/22/2023 06:40:44 AM",,"'May-23","Agriculture"
"23-1615-A0001-0","Development, validation, and implementation of diagnostic tests for SARS-CoV-2 and other pathogenic microorganisms of wildlife",,"Bledar Bisha","Animal Science",,"c250f56c-e8c5-4a73-a40f-9874a9ae7c74",,,0,"Original Award",,,"U.S. Federal Government","Applied Research"," 6276250.00000000000000000000000",,"Animal and Plant Health Inspection Service/Department of Agriculture","Animal and Plant Health Inspection Service/Department of Agriculture",,2023-05-17,"5/17/2026","Animal Science",6276250,"23-1615",6276250,,"Active","6/22/2023 06:52:20 AM",,"'May-23","Agriculture"
"23-1616-A0001-0","StateView Program Development and Operations for the State of Wyoming (2023)",,"Ramesh Sivanpillai","Wyoming Geographic Information Science Center",,"15ad4f72-0669-4ed4-a7d8-6851bc67bb63",,,0,"Original Award",,,"Industry","Applied Research","   25500.00000000000000000000000",,"ADD NEW","U.S. Geological Survey/Department of the Interior",,2023-10-01,"9/14/2028","Wyoming Geographic Information Science Center",25500,"23-1616",25500,,"Active","1/3/2024 09:24:13 AM",,"'Oct-23","Engineering"
"23-1616-A0001-2","StateView Program Development and Operations for the State of Wyoming (2023)",,"Ramesh Sivanpillai","Wyoming Geographic Information Science Center",,"15ad4f72-0669-4ed4-a7d8-6851bc67bb63",,,2,"New Funding Increment","1/3/2025","Thomas Abraham Lentner","Industry","Applied Research","   25500.00000000000000000000000",2024-01-03 09:24:13,"America View, Inc.","U.S. Geological Survey/Department of the Interior",,2025-01-03,"9/14/2028","Wyoming Geographic Information Science Center",51000,"23-1616",51000,,"Active","1/3/2025 04:30:45 PM",,"'Jan-25","Engineering"
